Subscription_ID,User_ID,Subscription_Type,Start_Date,Renewal_Status
350,,Basic,06/04/2022,Cancelled
351,1621,Premium,04/06/2022,Expired
352,1787,Premium,23/01/2023,Cancelled
353,989,Standard,19/11/2023,Expired
354,1179,Basic,27/02/2023,Active
355,507,Basic,28/06/2024,Active
356,559,Standard,31/01/2025,Expired
357,1649,Standard,05/02/2025,Expired
358,1448,Standard,16/04/2022,Cancelled
359,2868,Standard,24/07/2023,Active
360,1565,,,
361,1498,Basic,09/02/2023,Cancelled
362,917,Premium,17/07/2022,Cancelled
363,1500,Basic,24/05/2024,Cancelled
364,1566,Premium,01/12/2022,Expired
365,1709,,16/06/2024,Expired
366,2243,Standard,02/04/2023,Cancelled
367,2928,Basic,01/12/2022,Expired
368,2639,Standard,07/02/2025,Expired
369,2428,Standard,27/08/2024,Expired
370,1381,Premium,14/09/2024,Expired
371,1731,,02/07/2023,Cancelled
372,1726,Basic,25/03/2023,Expired
373,1073,Standard,28/10/2023,Active
374,2589,Standard,07/04/2022,Active
375,1512,Premium,19/05/2023,Active
376,2132,,09/04/2022,Expired
377,2140,Premium,21/11/2023,Active
378,1944,Basic,27/07/2022,Expired
379,2986,Premium,11/06/2022,Cancelled
380,1746,Premium,,Cancelled
381,2415,Standard,26/09/2024,Active
382,521,Basic,11/05/2023,Expired
383,416,,03/12/2022,Active
384,2543,Basic,08/07/2022,Cancelled
385,165,Basic,15/05/2024,Cancelled
386,1656,Basic,,Expired
387,1513,Premium,17/02/2025,Active
388,,Standard,25/11/2023,Active
389,2755,Premium,20/06/2022,Cancelled
390,63,Standard,05/01/2024,Cancelled
391,2990,Premium,,Cancelled
392,593,Premium,22/09/2022,Active
393,2986,,05/03/2024,Expired
394,1914,Basic,05/07/2024,Expired
395,1264,Basic,15/10/2023,Cancelled
396,1886,Basic,11/01/2023,Cancelled
397,2404,Basic,16/07/2024,Expired
398,2472,Basic,12/07/2023,Active
399,929,Premium,10/07/2024,Expired
400,1093,Basic,12/03/2023,Active
401,,Basic,21/07/2022,Expired
402,2723,Standard,15/01/2025,Active
403,1325,Basic,28/12/2022,Active
404,2961,Standard,,
405,262,Basic,16/07/2024,Active
406,2844,Premium,18/09/2022,Active
407,2868,Standard,24/08/2024,Cancelled
408,2933,Premium,,Cancelled
,708,Standard,07/01/2023,Active
410,860,Premium,12/01/2024,Active
411,267,Premium,06/12/2023,Cancelled
412,1496,Basic,21/12/2023,Expired
413,1219,Standard,29/07/2022,Expired
414,1518,Basic,06/05/2023,Cancelled
415,1982,Basic,03/05/2023,Expired
416,827,Premium,19/02/2025,Cancelled
417,906,Standard,06/04/2023,Expired
418,336,Premium,30/06/2024,Active
419,2558,,15/01/2023,Cancelled
420,2332,Basic,08/04/2022,Expired
421,,Basic,14/10/2023,Cancelled
422,1008,Premium,20/08/2022,Active
423,2920,Premium,31/03/2023,Cancelled
424,2693,Basic,18/04/2023,Cancelled
425,1419,Basic,21/02/2023,Expired
,392,Standard,13/07/2023,Expired
427,613,Premium,26/11/2022,Cancelled
428,1227,Standard,04/12/2024,Active
429,2671,Basic,23/09/2024,Active
430,682,Standard,27/02/2023,Active
431,2148,Standard,27/12/2024,Cancelled
432,2894,Basic,17/10/2024,Cancelled
433,1936,Basic,16/02/2024,Cancelled
434,1852,Basic,11/11/2022,Active
435,2562,Standard,13/04/2023,Expired
436,2211,Premium,02/12/2023,Expired
437,1071,Standard,09/03/2022,Cancelled
438,2344,Standard,21/12/2023,Cancelled
439,977,Basic,03/02/2024,Active
440,642,Standard,25/03/2023,
441,2001,Standard,02/12/2024,Expired
442,916,Standard,10/11/2024,Cancelled
443,2152,Standard,26/04/2024,Active
444,430,Basic,14/01/2023,Expired
445,1065,Basic,25/12/2022,Expired
446,2125,Basic,07/01/2024,Cancelled
447,2417,Premium,21/04/2022,Expired
448,1284,Premium,01/01/2025,Cancelled
449,1737,Standard,15/04/2022,Active
450,644,Premium,24/07/2022,Cancelled
451,873,Premium,08/01/2024,
452,1985,Premium,15/08/2023,Cancelled
453,91,Basic,06/10/2024,Expired
454,1911,Basic,31/12/2024,Expired
455,2679,Standard,25/06/2023,Active
456,1409,Standard,10/12/2024,
457,1416,Basic,20/07/2023,Cancelled
458,575,Basic,03/08/2023,Cancelled
459,,Premium,19/08/2023,Expired
460,387,Standard,21/01/2023,Cancelled
461,2152,Standard,22/11/2024,Cancelled
462,315,Basic,23/11/2024,Cancelled
,1606,Basic,12/06/2023,Active
464,1159,Basic,25/08/2022,Cancelled
465,1132,Premium,10/04/2023,Active
466,2224,Premium,09/07/2023,Cancelled
467,408,Basic,29/06/2024,Cancelled
468,835,Basic,19/11/2023,Cancelled
469,,Premium,26/07/2023,Cancelled
470,1630,Premium,15/08/2022,Active
471,2141,,30/05/2023,Active
472,483,Premium,01/11/2023,Active
473,1574,Basic,17/09/2023,Active
474,,Premium,21/01/2025,Cancelled
475,1979,Basic,24/05/2022,Active
476,,Basic,03/06/2024,Cancelled
477,1663,Basic,10/03/2023,
478,2629,Premium,08/03/2023,Cancelled
479,27,Premium,07/09/2024,Expired
480,784,Standard,12/02/2025,Active
481,648,Premium,07/12/2024,Expired
482,1103,Premium,29/03/2023,Expired
483,2976,Basic,07/09/2022,Expired
484,865,Premium,01/07/2022,Active
485,2406,Basic,13/11/2023,Cancelled
486,88,Premium,06/02/2024,Expired
487,1616,Standard,28/04/2022,
488,1350,Standard,30/09/2024,Cancelled
489,940,Standard,17/11/2022,Cancelled
490,1534,Basic,09/10/2022,Active
491,1527,Standard,06/04/2023,Active
492,828,Premium,28/11/2024,Cancelled
493,710,Basic,18/05/2024,Expired
494,1117,Standard,16/05/2023,Cancelled
495,30,Basic,28/10/2023,Cancelled
496,2987,,24/09/2023,Expired
,1722,,26/06/2022,Expired
498,1848,Basic,01/02/2025,Cancelled
499,,Premium,14/08/2022,Expired
500,673,,15/10/2024,Cancelled
501,133,Standard,24/03/2022,Cancelled
502,1104,Basic,28/06/2023,Active
503,966,Basic,,Active
504,1012,Standard,22/11/2024,Expired
505,1174,Premium,14/10/2024,Expired
506,2094,Basic,,Expired
507,253,Standard,04/06/2023,Cancelled
508,2522,Premium,07/11/2024,Expired
509,684,Standard,28/11/2024,Expired
510,1097,Standard,28/08/2024,Cancelled
511,2057,Basic,20/08/2024,Active
512,1447,Premium,,Expired
513,190,Basic,12/06/2023,Expired
514,1983,Standard,06/02/2025,
,2551,Premium,09/01/2025,
516,,Premium,28/08/2022,Active
517,794,Basic,02/05/2023,Active
518,1573,Premium,19/05/2024,Active
519,452,Standard,13/05/2022,Active
520,302,Standard,12/07/2023,Active
521,2972,Premium,14/01/2024,Cancelled
522,824,Premium,30/01/2023,Expired
523,1822,Basic,04/06/2022,Cancelled
524,2600,Standard,15/07/2024,Expired
525,1739,Premium,26/11/2023,Active
526,495,Basic,24/06/2023,Active
527,,Premium,09/12/2022,Cancelled
528,1841,Standard,27/04/2024,
529,335,Standard,21/01/2024,Cancelled
530,2183,Premium,11/03/2023,Active
531,2808,Standard,08/06/2024,Cancelled
532,747,Standard,02/01/2023,
533,399,Standard,06/08/2023,Cancelled
534,1339,Premium,24/04/2023,Active
535,198,Standard,08/01/2024,Active
536,711,Basic,01/09/2024,Cancelled
537,461,Premium,13/07/2024,Active
538,463,Basic,09/06/2024,Active
539,2470,Premium,01/11/2022,Active
540,2724,Premium,30/06/2023,Expired
541,2045,Basic,07/10/2024,Active
542,1414,Premium,29/12/2023,Expired
543,225,Premium,,
544,1888,Standard,18/02/2024,Active
545,817,Premium,,Expired
546,2026,Premium,03/12/2024,Cancelled
547,,Premium,30/08/2022,Cancelled
548,2228,Premium,18/12/2023,Expired
549,381,Premium,01/03/2023,Active
550,2420,Standard,11/03/2023,Cancelled
551,524,Basic,30/06/2022,Cancelled
552,128,Standard,07/10/2023,Active
553,2077,Standard,02/01/2023,Cancelled
554,78,Standard,21/05/2024,Active
555,913,Basic,31/07/2022,Cancelled
556,2542,Standard,27/10/2023,Active
557,72,Basic,01/10/2022,Active
558,351,Basic,,Cancelled
559,,Basic,30/04/2022,Expired
560,1803,Basic,25/03/2023,Expired
561,1319,Basic,06/05/2024,Expired
562,2569,Standard,03/10/2022,
563,1912,Premium,26/03/2022,Expired
564,504,,14/01/2024,Cancelled
565,1585,Basic,,Cancelled
566,827,Standard,11/09/2024,
567,2841,,25/12/2023,Active
568,430,Standard,08/09/2022,
569,1276,Standard,02/12/2024,
570,47,Standard,03/12/2024,Cancelled
571,497,Basic,23/10/2022,Active
572,123,Standard,17/02/2024,Active
573,1927,Basic,18/02/2025,Expired
574,2261,Standard,08/11/2024,Active
575,1336,Premium,09/12/2022,Active
576,859,Standard,13/05/2024,Cancelled
577,2069,Standard,21/10/2022,Cancelled
578,1377,Premium,,Cancelled
579,1520,Standard,08/01/2024,Expired
580,695,Standard,26/08/2023,Active
581,1512,Standard,20/11/2023,Cancelled
582,1869,Basic,20/10/2022,Expired
583,1830,Standard,16/02/2023,Active
584,1261,Premium,19/02/2024,Cancelled
585,53,Basic,25/05/2023,Active
586,42,Basic,21/12/2023,Active
587,1704,Premium,03/03/2023,Cancelled
588,2369,Standard,11/07/2024,Expired
589,2045,Standard,05/11/2022,Active
590,,Basic,10/08/2024,Expired
591,568,Basic,,Expired
592,816,Premium,31/08/2023,Cancelled
,2761,Premium,21/05/2024,Expired
594,1175,Standard,11/10/2022,Expired
595,2423,Premium,04/03/2022,
596,597,,28/11/2022,Cancelled
597,2373,,02/08/2023,Cancelled
598,1838,Standard,18/10/2022,Active
599,1742,Standard,05/03/2023,Cancelled
600,786,Premium,23/08/2022,Cancelled
601,1462,Standard,25/08/2023,Cancelled
602,2176,Standard,17/02/2025,
603,2997,Basic,20/10/2022,
604,2212,Standard,07/08/2023,Active
605,1241,Standard,12/09/2023,Active
606,223,Premium,13/10/2023,Active
607,1743,Standard,01/12/2023,Expired
608,1121,Standard,02/09/2022,Expired
609,1044,Standard,21/08/2023,Expired
610,1796,Premium,29/09/2023,Cancelled
611,1167,Basic,13/10/2023,
612,1589,Standard,19/04/2023,Active
613,2125,Standard,04/01/2024,Expired
614,2764,Premium,10/07/2022,Expired
,2994,Standard,27/11/2023,Cancelled
616,1921,Standard,28/08/2024,Cancelled
617,300,Basic,23/11/2022,Cancelled
618,114,Basic,15/01/2025,Active
619,,Basic,19/05/2023,Expired
620,1969,Standard,21/04/2023,Active
621,1040,Standard,14/10/2023,Expired
622,,Premium,12/10/2023,Cancelled
623,42,Premium,10/06/2022,Expired
624,1484,Premium,17/09/2024,Cancelled
625,596,Premium,03/12/2022,Expired
626,2242,Premium,23/11/2023,Active
627,2922,,08/12/2022,Cancelled
628,1742,Premium,21/08/2023,Cancelled
629,234,Standard,19/02/2025,Cancelled
630,1014,Premium,05/07/2023,
631,1401,Premium,01/09/2022,Expired
632,1005,Standard,20/08/2023,Cancelled
633,1399,Basic,07/04/2024,Expired
634,,Standard,29/12/2022,
635,2666,Basic,15/09/2024,Expired
636,2533,Basic,23/01/2024,Active
637,738,,,Expired
638,,Basic,15/04/2022,
639,1211,Basic,10/02/2025,
,1901,Premium,13/10/2023,Expired
,1465,Premium,12/07/2024,Expired
642,563,Standard,14/11/2024,Cancelled
643,801,Premium,31/03/2022,Active
644,2332,Standard,26/10/2023,Cancelled
645,2545,Basic,11/02/2023,Cancelled
646,2891,Premium,17/03/2024,Expired
647,255,Standard,14/08/2024,Cancelled
,1185,Basic,11/01/2024,Expired
649,918,Premium,31/08/2022,Active
650,500,Premium,13/05/2023,Expired
651,2720,,10/04/2023,Active
652,1884,Basic,12/06/2022,Active
653,1222,Standard,29/05/2023,
654,1004,Premium,19/04/2024,Expired
655,1253,Premium,17/09/2022,Expired
656,931,,08/09/2024,Expired
,855,Basic,11/11/2023,Expired
658,453,Basic,06/03/2024,Cancelled
659,,Premium,,
660,245,Standard,,Expired
661,861,Basic,,Active
662,1171,,27/05/2024,
663,1593,Premium,11/05/2024,Expired
664,2027,Premium,04/12/2024,Active
665,772,Standard,25/12/2024,Cancelled
666,916,Basic,09/12/2024,Active
667,595,Standard,02/12/2022,Active
668,1714,Standard,31/03/2024,Expired
669,2862,Basic,04/01/2025,Expired
670,1558,Basic,27/02/2022,Active
671,1952,Basic,01/03/2024,Active
672,1669,Basic,29/12/2023,Active
673,2985,Basic,14/07/2023,Active
674,714,Basic,19/03/2023,Cancelled
675,2326,Basic,14/05/2024,Active
676,,Premium,16/03/2024,Expired
677,610,Premium,29/12/2024,Active
678,717,Basic,11/02/2025,Expired
679,1465,Basic,09/02/2023,Cancelled
680,2335,Premium,22/11/2022,Cancelled
681,2101,Premium,23/01/2023,Active
682,2919,,24/01/2024,Active
683,2122,Basic,05/11/2022,Cancelled
684,693,Premium,25/09/2024,Active
685,2873,Standard,16/08/2023,Active
,1534,Premium,15/03/2022,
687,,Basic,27/12/2022,Expired
688,,Standard,27/02/2023,Cancelled
689,2272,Basic,03/03/2022,Active
690,1303,Standard,07/07/2022,Cancelled
691,1894,Premium,09/03/2023,Expired
692,23,Premium,17/08/2022,Active
693,2752,Basic,14/09/2022,Cancelled
694,1427,Basic,25/12/2023,Active
695,1856,Basic,27/12/2022,
696,1318,Standard,07/07/2023,Active
697,2890,Premium,12/05/2022,Active
698,1411,Standard,03/04/2024,Expired
699,1851,Basic,21/10/2024,Active
700,1388,Basic,02/12/2024,Cancelled
701,2346,Premium,03/12/2024,Cancelled
702,189,Premium,08/12/2022,Active
703,2675,Standard,10/09/2024,Cancelled
704,160,Basic,11/04/2022,Expired
705,1378,Premium,25/10/2024,Cancelled
706,,Premium,14/12/2022,
707,1364,Premium,25/03/2022,Cancelled
708,2579,Premium,12/12/2024,Cancelled
709,2220,Standard,15/07/2023,Cancelled
710,973,Standard,18/09/2022,Active
711,2781,Standard,21/07/2023,Active
712,2718,Premium,03/05/2023,Cancelled
713,2824,,30/10/2023,Cancelled
714,1864,,28/11/2024,Expired
715,1028,Basic,29/01/2025,Expired
716,1268,Premium,28/01/2024,Expired
717,35,Standard,26/09/2024,Expired
718,1206,,13/08/2022,Expired
719,1096,Standard,21/11/2022,Active
720,174,Standard,16/08/2024,Expired
721,1237,Basic,18/06/2022,Expired
722,85,,29/09/2022,Expired
723,2498,Standard,24/03/2024,Active
